props,lloydL1ians misc,lloydL1ians misc err_bar,lloydL1ians-L1 misc,lloydL1ians-L1 misc err_bar,kmeans misc,kmeans missc err_bar,lloydL1ians acd,lloydL1ians acd err_bar,lloydL1ians-L1 acd,lloydL1ians-L1 acd err_bar,kmeans acd,kmeans acd err_bar
0.0,0.159338,0.00269164014139519,0.190146,0.002665180394962202,0.15016849999999998,0.002496718880544319,2.3334048929570352,0.11391806407336703,2.4126807220106907,0.10443273862387774,1.7619301224823714,0.10328067396228319
0.2,0.16423449999999998,0.0028340478683979774,0.1940555,0.0027591376294237874,0.22559700000000002,0.0039450129598566745,3.741689033367345,0.4065334164056383,3.019809500325667,0.19815536765068942,34.94014359606973,1.5791867620212414
0.4,0.16973600000000003,0.0029621589398223175,0.19801300000000002,0.0028750115982364177,0.289092,0.004208726400209393,5.362406416609907,0.49347931930160754,3.7822780367873943,0.254734359624569,58.818243747212854,1.5612140438779654
0.6,0.17799,0.003179444422657518,0.202961,0.0029834863479937827,0.33760999999999997,0.004240136490271038,7.6546338133716665,0.6102472885954073,5.135508550939311,0.36006214177949497,74.04519415400905,1.472526618447263
0.8,0.1857755,0.0033438269046946675,0.21011950000000001,0.00313233504347768,0.376354,0.004103632643725663,10.877424208128625,0.7462005488749658,6.80138439290211,0.4468091552802305,86.56121636355695,1.3776191649661045
