outlier rad,lloydL1ians misc,lloydL1ians misc err_bar,lloydL1ians-L1 misc,lloydL1ians-L1 misc err_bar,kmeans misc,kmeans missc err_bar,lloydL1ians acd,lloydL1ians acd err_bar,lloydL1ians-L1 acd,lloydL1ians-L1 acd err_bar,kmeans acd,kmeans acd err_bar
0.0,0.1273725,0.0010703592099841996,0.156171,0.0011420868902648695,0.1229255,0.0010120245861993274,1.0803457488734363,0.009689756521257488,1.1003420861775097,0.009459594718849551,0.7415615662874652,0.006671018504390918
10.0,0.13022,0.0011690530371681173,0.158237,0.001214578435999059,0.126215,0.0011339091344583128,1.3377162217281136,0.017850580328677534,1.3295465896166125,0.01583053109646965,1.0632212766583966,0.018585105965674354
20.0,0.1639045,0.0022407088490943037,0.18216849999999998,0.001952656599606413,0.169401,0.002420483539711783,4.066599188054619,0.1281985824304452,3.454755834437157,0.10763963711914204,4.508244641259349,0.14112790470151296
30.0,0.2636835,0.0033551141888014595,0.277476,0.0031092302853033705,0.2953075,0.0033092130834598723,16.432627790763867,0.3245091007498851,15.729124978275417,0.32313344073631695,19.30281487424982,0.31100805673015763
40.0,0.3528245,0.0030554449303680665,0.365271,0.002789971920326597,0.37508199999999997,0.002714178004814039,37.77771410799275,0.3616357819768587,37.81315806996601,0.3626128296329394,40.472800290002596,0.26309898286401107
50.0,0.3758615,0.002800701338260415,0.3855885,0.0025384228426339217,0.38273450000000003,0.0027294678454034076,60.00383462307497,0.35350804986066753,60.44472915776641,0.35945845094084444,61.199190326225306,0.2815541589228427
60.0,0.38144799999999995,0.002748718953764229,0.389971,0.0024939641300233007,0.382812,0.002728033821611807,85.64398313013744,0.36823908601639216,86.38108871896495,0.3909162982094518,86.10909135588784,0.3227305021145581
70.0,0.383431,0.00272436908244615,0.391345,0.002469614929399318,0.3830515,0.002736583571196626,115.96246586565219,0.379616830326275,116.89767725702427,0.43407884890080994,116.05817265074435,0.37577491402594065
80.0,0.3834205,0.002720102791018295,0.39161,0.0024516400337994157,0.382813,0.0027265357082675292,150.8582640682135,0.4214816809155727,152.33413381540115,0.48533609840131275,151.00070900322956,0.43819304393711994
90.0,0.3841045,0.0027255890416997054,0.39216949999999995,0.0024747640262082196,0.3826205,0.0027248570688756355,190.82633996248995,0.4572208336290177,192.75995939370316,0.5385719997707222,190.73076340500083,0.4575714090646225
100.0,0.3844555,0.0027358584395933794,0.3919335,0.00246407514881687,0.38334700000000005,0.002742189215265263,235.73730168510397,0.49675961435029437,238.03265445596654,0.6064698632835307,235.79533248206516,0.5333366139494481
