outlier rad,lloydL1ians misc,lloydL1ians misc err_bar,lloydL1ians-L1 misc,lloydL1ians-L1 misc err_bar,kmeans misc,kmeans missc err_bar,lloydL1ians acd,lloydL1ians acd err_bar,lloydL1ians-L1 acd,lloydL1ians-L1 acd err_bar,kmeans acd,kmeans acd err_bar
0.0,0.0921665,0.003958690321371562,0.08536149999999999,0.003937650055377405,0.073085,0.003229942960624537,3.57474597240133,0.15530329872233675,3.1529449017090223,0.1510493180394423,2.900133991990991,0.12333300957929778
10.0,0.09385399999999999,0.0038172638347710374,0.0861485,0.003809234379002594,0.087045,0.0033974493203213487,4.158707386153595,0.16795573723619178,3.6141034462869714,0.16240593979718462,4.208514105583961,0.15582298929798258
20.0,0.12107399999999997,0.0041920733681222325,0.10889699999999998,0.004040244505147321,0.139463,0.004008249994639795,7.1564563160705,0.24297755776337357,6.364237513748674,0.23792908826418463,9.243139895523052,0.24050942773782386
30.0,0.14999949999999998,0.004623749360703704,0.13831999999999997,0.00448573460142617,0.2097745,0.004067078673143159,12.127793062159437,0.3726741447027329,11.31951266060799,0.3718342197151471,20.02590622095567,0.34393950098666043
40.0,0.16629000000000002,0.004859833212887866,0.159065,0.0047630345711371855,0.2822315,0.0035142831873488053,18.82885846069862,0.5698439998957321,18.560207900358957,0.5766252456296189,39.30848032785256,0.37308759849619366
50.0,0.18014000000000002,0.00503517746882153,0.175004,0.004901010862475912,0.314713,0.0031830309640733813,28.198439150485164,0.8447678885851412,28.625662358164536,0.8513473332983148,62.62876475930065,0.34581193732854215
60.0,0.189369,0.005136509504959616,0.18941,0.005019303563305173,0.325787,0.003324099111279614,40.10869925030002,1.1896897493736323,42.10370742285609,1.2003367527133495,88.6381731898585,0.43172108695237676
70.0,0.19682049999999998,0.005213960268691881,0.1997205,0.005115196954785761,0.333389,0.003409158967922921,54.43759427972693,1.6092158749438035,58.06634161893236,1.6144554934966442,119.0763757018948,0.5104370035649176
80.0,0.20259599999999997,0.005261846662528553,0.20732799999999998,0.005163705122295532,0.3387645,0.0034723577937851844,71.43623486105707,2.095781492222687,77.30175717395407,2.101936403666695,154.5997063391186,0.6074546271328591
90.0,0.2071495,0.0052885455267110935,0.21441500000000002,0.005196176828331384,0.343731,0.0035277734645292177,91.03768157113579,2.649902800307841,100.35630358341407,2.657844323116334,194.9364562423887,0.6794009517036385
100.0,0.21117249999999999,0.005324832790659064,0.22111349999999996,0.005237670221125961,0.34757,0.0035636236410754715,113.74296950787448,3.2768550122114584,126.31793752275242,3.2782665681186645,240.51290256817308,0.792326156754234
